"Sort Out of Stock Products to category end","Nicht verfügbare Artikel an das Ende der Kategorie sortieren"
"Out of Stock products will still be automatically sort to the end of the category to display in stock products first.","Nicht verfügbare Artikel werden automatisch an das Ende der Kategorie sortiert um verfügbare Artikel zuerst anzuzeigen"
